ID,Student ID,Mathematics,Literature,Subject combination,Physics/History,Chemistry/Geography,Biology/Civic education,Foreign language,Foreign language code
478,1000479,3,5.5,Society,6,3.75,,,
479,1000480,7,8.5,Society,,,,7.2,N1
480,1000481,2.6,5.5,Society,3.75,4.75,,,
481,1000482,7.2,7.25,Society,,,,8.4,N1
482,1000483,4.6,6.5,Society,8.75,6,,,
483,1000484,,8,Society,8.75,8.5,,,
485,1000486,7,,Society,5.75,,,7.6,N1
487,1000488,,5.5,Society,7.75,5.25,,,
488,1000489,3.2,7,Society,5,5.25,,,
489,1000490,3.2,6.75,Society,5.25,5.25,,,
490,1000491,,7.5,Society,7.75,6.75,,,
491,1000492,7.8,,Society,3.5,4.25,,5.6,N1
492,1000493,,8.5,Society,9.75,9,,,
493,1000494,,7.5,Society,7.75,6.25,,,
494,1000495,7.2,7,Society,4.75,4.5,6.75,4.4,N1
496,1000497,,8.5,Society,8,6.25,,,
497,1000498,,7.25,Society,6,5.25,,,
498,1000499,6.6,8.25,Society,6.5,6.75,,,
499,1000500,3.4,8,Society,4.25,6,,,
502,1000503,8,,Nature,5.25,3.75,5.5,,
503,1000504,,7.25,Society,6,6,,,
505,1000506,,6.75,Society,4.5,4.75,,,
506,1000507,2.8,6,Society,4,4,,,
507,1000508,7.4,9.25,Society,,,,9,N1
508,1000509,,,Society,,,,,
509,1000510,5.4,5.75,Society,5.25,6.25,,,
510,1000511,7.4,6.25,Society,8.75,7.5,,,
512,1000513,2.6,5.75,Society,4.5,6.25,,,
513,1000514,4.4,6.5,Society,7.25,6,,,
514,1000515,2.8,5.5,Society,4.25,4.5,,,
515,1000516,,6.5,Society,5.75,6.75,,3.6,N1
516,1000517,5.2,5.75,Society,5.75,6.5,,,
517,1000518,4.2,6,Society,2.75,3.75,,,
518,1000519,8.6,9.25,Society,,,,9.8,N1
519,1000520,3.4,6.75,Society,6.25,4.5,,,
521,1000522,2.6,5,Society,4.75,6.25,,,
522,1000523,6.2,8.5,Society,6.25,5.75,,,
523,1000524,7,9,Society,8.5,6.25,,,
526,1000527,7.4,7.5,Society,6.75,6,,,
527,1000528,5.4,6.5,Society,5.5,4.5,,,
528,1000529,6,5,Society,5,5.25,,7.4,N6
529,1000530,7.8,8.5,Nature,4.5,4,4.5,7.2,N1
530,1000531,3.8,6,Society,4.75,4.75,,,
532,1000533,3,6.75,Society,7.5,5.25,,,
533,1000534,3.4,4,Society,2.5,3.75,,,
534,1000535,7.6,6.75,Society,,,,8.2,N1
535,1000536,5.2,6,Society,5.25,4.75,,,
536,1000537,5.2,7.25,Society,,,,6.4,N1
538,1000539,2.6,7.25,Society,4,4.25,,,
540,1000541,2.8,4.75,Society,6.25,4.5,,,
541,1000542,,8.5,Society,,,,,
542,1000543,5.6,5.75,Society,6,6.5,,,
543,1000544,8.6,,Nature,8.25,2.75,5.25,8.2,N1
544,1000545,8.4,8,Society,,,,9.2,N1
545,1000546,2.8,5.5,Society,5,5.75,,,
546,1000547,3.2,5.5,Society,4,6.25,,,
547,1000548,7.4,7.75,Society,6,6.75,9,6.4,N1
548,1000549,8.6,8,Nature,7,7.5,7,9,N1
549,1000550,8.8,9,Society,8.25,8.5,10,9.4,N1
550,1000551,7.8,9,Society,7,6.75,7.5,8.8,N1
551,1000552,6.4,8,Society,7.25,6.25,9.25,5.4,N1
552,1000553,7,8.75,Society,4.75,5.75,9,8.8,N1
553,1000554,7.4,9.25,Society,8.25,6,7.75,7.2,N1
554,1000555,7.8,9,Society,6.75,6.75,9.5,7,N1
555,1000556,8.8,7.25,Nature,9,8.75,7,7.8,N1
556,1000557,8.2,6.5,Nature,6.5,5.25,5.75,8.6,N1
557,1000558,8.4,7.25,Nature,8.5,5.5,7,8.6,N1
558,1000559,9,6.25,Nature,9.25,9.25,6.5,8.8,N1
559,1000560,7.4,6,Nature,6,4.5,6,8.8,N1
560,1000561,8.2,7.75,Nature,8.75,8.75,6,8.6,N1
561,1000562,8,6.5,Nature,9,7.75,8.25,9.6,N1
562,1000563,8.2,7.25,Nature,8.5,8.5,6.75,8.2,N1
563,1000564,7.8,9.25,Nature,7.5,6.25,5.25,7.4,N1
564,1000565,8.2,9.5,Society,7.25,6.75,9,9,N4
565,1000566,8.4,9,Society,7.75,7.75,10,8,N1
566,1000567,6,7.25,Society,6.25,6,8,7.8,N1
567,1000568,7.8,7.5,Society,3.5,5.5,6.5,6,N1
568,1000569,7.4,9.25,Society,7.75,6.5,8.5,9.6,N1
569,1000570,9,8.5,Society,4.25,5.5,9,8.2,N1
570,1000571,8.6,,Society,,9,8.75,,
571,1000572,5.4,7.75,Society,5.75,5,8.5,7.2,N1
572,1000573,7.2,9.25,Society,5.25,6,9.5,9,N1
573,1000574,7,9.5,Society,9.5,,,,
574,1000575,5.6,8.25,Society,6.5,6,9.25,4.6,N1
575,1000576,8.6,8.5,Society,8.5,7,8.75,8.8,N1
576,1000577,6.8,8.5,Society,7.5,7,9.25,8.2,N1
577,1000578,7.4,8,Society,5.25,5.75,8,6.4,N1
578,1000579,7.8,9,Society,6.75,5.25,8.25,8.2,N1
579,1000580,7,8,Society,7.75,7.75,8.75,4.8,N1
580,1000581,8,8.5,Society,6,5.75,8,8,N1
581,1000582,7.4,7.75,Society,5.25,5.5,6,7.2,N1
582,1000583,7.6,9,Society,6.5,7,9.75,9.6,N1
583,1000584,7.4,8.75,Society,9,6.5,9,9.4,N1
584,1000585,7.8,8.5,Society,8.5,7.25,9.5,8.8,N1
585,1000586,8.4,8,Society,8.5,6.75,9.5,8.6,N1
586,1000587,7.6,8.5,Society,7.5,7.5,9.5,9.2,N1
587,1000588,6.8,8.75,Society,5,7,8.25,7.4,N6
588,1000589,7.4,9,Society,8.75,7.5,9.75,8.4,N1
589,1000590,7.4,8.5,Society,8,8,10,9.6,N1
590,1000591,7.6,8.5,Society,8.75,7.5,9.25,8.6,N1
591,1000592,7.4,8.75,Society,6,5,7.5,9,N1
592,1000593,8,9,Society,6.5,6.75,8.75,9.6,N1
593,1000594,3.8,8.75,Society,8,6.5,9.75,8,N1
594,1000595,7.8,9,Society,7,7.25,9.25,9.6,N1
595,1000596,5.4,8.5,Society,6.5,5.75,7.5,7.4,N1
596,1000597,8.2,8.5,Society,6.75,7,8,8.6,N1
597,1000598,8.2,8.25,Society,9.25,8.5,9.5,9.4,N1
598,1000599,6.2,6.25,Society,4.75,6.25,8.25,7.4,N1
599,1000600,7.6,7,Nature,7.25,4.5,5.25,9.2,N1
600,1000601,8.4,5.5,Nature,7.75,7.25,7.5,,
601,1000602,8.8,5,Nature,4,9.5,9.25,,
602,1000603,6,7.25,Society,5.75,4.75,7.5,8.2,N1
603,1000604,7.6,7.25,Nature,6.75,6.5,5.75,9.2,N1
604,1000605,8.2,8,Society,8.75,,,,
606,1000607,7,8.25,Society,6,4.75,8.25,8.6,N1
607,1000608,6.6,6.75,Society,6.75,6.75,8,,
608,1000609,7.8,8,Nature,5,6.5,5,7.6,N1
609,1000610,7,7.75,Nature,6.25,5,4.75,7.6,N1
610,1000611,6.2,4.75,Nature,6,5,6.75,,
611,1000612,6.8,8,Society,6.5,6,9,,
612,1000613,7.6,7.5,Nature,7.5,3.25,4.5,8.6,N1
613,1000614,8.8,7.75,Society,7,6.5,9,9.4,N1
614,1000615,8.6,8.5,Society,8.75,7,9.75,9.6,N1
615,1000616,8.2,9.25,Society,8.25,7.75,8.25,9,N1
616,1000617,7.8,9,Society,5.5,6.25,9.25,8.4,N1
617,1000618,7.6,8.5,Society,5.5,6.75,9.25,9.4,N1
618,1000619,5,7.25,Society,7.75,6.75,9.25,5.8,N1
619,1000620,8.8,5.5,Nature,7.75,6,5.75,9.4,N1
620,1000621,6.4,6.5,Society,6.25,5.25,7.25,6.6,N1
621,1000622,5.6,6.5,Society,6,6.25,8.5,5.8,N1
622,1000623,6.8,7.25,Society,5.75,5.25,7,7.8,N1
623,1000624,3.4,7.25,Society,5.25,5,6.75,3.8,N1
624,1000625,7.8,8.5,Society,6.75,7.25,8.25,8.8,N1
625,1000626,8.2,7.5,Nature,8,7.25,8.25,9,N1
626,1000627,6.2,8,Society,5.25,6,8,7,N1
627,1000628,7,9,Society,5,6.5,7.75,8.6,N1
628,1000629,8,9.25,Society,6.5,7.5,9,,
629,1000630,5.6,5.5,Society,6,5.5,8.75,8.6,N1
630,1000631,8.8,8.5,Society,5.5,6.75,8.25,8.6,N1
631,1000632,8.4,8.25,Society,7,6.75,9,6.2,N6
632,1000633,7,9,Society,6.5,5.5,8.75,9.4,N1
633,1000634,6.6,9.25,Society,6.25,7,8,7.8,N1
634,1000635,8.2,7.5,Society,7.5,7,8.25,8.4,N1
635,1000636,8,9,Society,9,8.75,9,8.4,N1
636,1000637,7,9.25,Society,7.5,6.5,7.75,9.2,N1
637,1000638,6.4,4.5,Nature,5.5,8,6,8.6,N1
638,1000639,8,7.75,Society,7.75,7,9,9.2,N1
639,1000640,7.2,8,Society,7.5,8,9.5,7.8,N1
640,1000641,6.4,8,Society,8.75,7,10,8.2,N1
641,1000642,8,8.25,Society,7,6,10,9.2,N1
642,1000643,5.6,8,Society,6.5,4.75,8.25,3.6,N1
643,1000644,7.6,9.25,Society,7.25,9.25,8.75,9.2,N1
644,1000645,7.2,9,Society,8,6.5,8,8.8,N1
645,1000646,8,9.25,Society,6.75,6.5,9,9,N1
646,1000647,7.4,8.75,Society,5,6.25,8.25,6.4,N1
647,1000648,4.6,8.25,Society,7.5,8,8.75,8,N1
648,1000649,8,9.5,Society,7.75,6.75,8.5,9.2,N1
649,1000650,5.6,9,Society,6.5,6.5,8.5,,
650,1000651,5.4,8.5,Society,7.75,7,8.25,8.6,N1
651,1000652,8.2,9,Society,5.5,6.5,7.5,8.6,N1
652,1000653,7.8,8.75,Society,5.25,4.25,9,8.6,N1
653,1000654,8.4,9,Society,6.5,5,6.75,8.6,N1
654,1000655,6.8,8,Society,6,5.75,8.5,3.8,N6
655,1000656,7.8,8.75,Society,6.25,6.75,8.5,9.4,N1
656,1000657,6.8,9.25,Society,7.75,7.75,9.75,9,N1
657,1000658,7.8,8.75,Society,7.75,8,9,8.8,N1
658,1000659,8,8.25,Society,6.25,7,8.75,9.4,N1
659,1000660,8.2,8.25,Society,3.75,6,8,7,N1
660,1000661,7.8,9,Nature,8.5,5.75,8.25,8.8,N1
661,1000662,5.2,8.5,Society,5,5.75,7.75,5.6,N1
662,1000663,8.4,7,Nature,8.5,4.25,5.25,8.8,N1
663,1000664,7.8,6.75,Nature,3.75,8.5,5.25,8.6,N1
664,1000665,6.2,7.75,Society,5,6.25,8,,
665,1000666,7,6.75,Society,8,7,9,5.4,N6
666,1000667,8.2,6.75,Society,7,7.75,9,8,N1
667,1000668,7.4,8.5,Society,7.75,6.25,8.5,,
668,1000669,7.8,9.25,Society,7.25,7.5,8.25,8.2,N1
669,1000670,7.8,8.5,Society,4.75,4.25,9.25,8.2,N1
670,1000671,6,8,Society,6,6,8.5,9,N1
671,1000672,7.8,9,Society,7.5,7.25,8,8,N1
672,1000673,5.4,8,Society,6.75,6.5,7.5,10,N1
673,1000674,7.6,8,Society,6.25,7.25,9.5,9.2,N1
674,1000675,5.4,8.25,Society,5,6,8.5,3.4,N1
675,1000676,7.4,9.25,Society,5.25,4.25,7.75,8.6,N1
676,1000677,7.4,9,Society,8,9,8.5,8.8,N1
677,1000678,7.6,9.25,Society,8.5,7,9.5,9,N1
678,1000679,6.6,8.25,Society,4,4.25,6,7.6,N1
679,1000680,8.6,8.5,Nature,8.75,5.25,7.25,8.4,N1
680,1000681,3.4,6,Society,5,4.75,7,4.2,N1
681,1000682,7.4,8.5,Society,8,8.25,10,6.4,N1
682,1000683,8,9,Society,6.75,6,9,9,N1
683,1000684,8.8,8.25,Nature,6.5,8.25,8,7.6,N1
684,1000685,8.2,7.5,Nature,6.25,5.5,6.25,7.6,N1
685,1000686,8,7.5,Society,8.25,6.25,9.75,8.8,N1
686,1000687,7.8,9,Society,8.25,7.5,9.25,9.2,N1
687,1000688,7.8,8.5,Society,7.75,6.5,8,6.6,N6
688,1000689,5.6,8,Society,7.5,5.75,7.5,8.8,N1
689,1000690,8.2,9.5,Society,8.75,8.75,10,9.2,N1
690,1000691,7.8,9,Society,6,7.5,9,9.4,N1
691,1000692,8.2,8,Society,8.25,7.25,8.75,7.6,N1
692,1000693,6.8,9.25,Society,8,6.5,7.5,8.2,N1
693,1000694,7.4,9.25,Society,7,6.25,8,7.6,N1
694,1000695,8.8,8.5,Nature,8,5.75,6.75,8.6,N1
695,1000696,7,7.25,Society,7,6,8.5,9,N1
696,1000697,6.4,9,Society,6.25,6.5,8.25,8.6,N1
697,1000698,8.2,8.75,Society,8,7.25,9.5,8.8,N1
698,1000699,5,8.75,Society,3.5,5.5,8.5,6.6,N1
699,1000700,8.2,8.75,Society,7.25,6.25,8.75,9,N1
700,1000701,6.8,8.25,Society,5,6.25,8.5,8.2,N1
701,1000702,7,9.25,Society,5.75,6.5,7,8.6,N1
702,1000703,6.2,8.75,Society,5.5,7.5,7.25,4.2,N1
703,1000704,7.8,7.5,Nature,3.75,7.5,6.5,8.8,N1
704,1000705,7.8,8.5,Society,5,5.75,7.25,8.8,N1
705,1000706,8,8.5,Nature,7.25,7,5.25,9,N1
706,1000707,8.2,8.75,Society,8,8.25,8.75,3.4,N1
707,1000708,7.4,9,Society,6,6.25,9.25,6.6,N1
708,1000709,8,9,Society,6,7.25,8.75,8.6,N1
709,1000710,7.4,8.5,Society,5.75,5,9.5,9.4,N1
710,1000711,7.4,7.25,Nature,5.5,7.5,5.5,8,N1
711,1000712,7.8,9.5,Society,3.75,6.25,5.75,8.4,N1
712,1000713,8.2,9.5,Society,6.25,6,8,8.4,N1
713,1000714,7.8,8.75,Society,5.5,7,8.25,9.4,N1
715,1000716,8.2,7.5,Society,6.75,7,9,8.2,N1
716,1000717,8.6,9.25,Society,7.75,8.25,9.5,8.6,N1
717,1000718,7.8,8.5,Society,8.25,7.75,9,8,N1
719,1000720,6.8,,Society,5.75,4,,,
720,1000721,6.4,7.75,Nature,7.5,8.5,6.25,9.2,N1
721,1000722,8.8,8,Society,7.75,7,8.75,8.6,N1
722,1000723,6.2,6,Society,9,5.25,7.75,,
723,1000724,5,7.5,Society,6.75,5.5,7.5,6.6,N1
724,1000725,8.2,8.25,Society,8.75,7,9.25,9,N1
725,1000726,8.6,7.75,Nature,7.5,6,7.5,8.6,N1
726,1000727,7.6,9,Society,7.5,5.75,8.75,9.4,N1
727,1000728,4.2,6.25,Society,6.5,6.25,9.5,7.6,N1
728,1000729,7.4,5.5,Nature,7.25,8.5,5.25,,
729,1000730,6.6,8.5,Society,8.5,8,9,8,N1
730,1000731,,7,Society,5.75,5.5,8.5,,
731,1000732,3.8,5,Society,8,,,,
732,1000733,5.4,7,Society,7.25,8,8.75,5,N1
733,1000734,7.4,8.5,Society,4.25,4.25,6.75,7.4,N1
734,1000735,7.2,8.5,Society,7.25,5,8.25,,
735,1000736,8.2,8.5,Society,4.5,5.5,8,8,N1
736,1000737,7.8,8.25,Society,4.25,5.75,6.5,8.8,N1
737,1000738,7.2,8,Society,4.75,3.25,8.5,8,N1
738,1000739,7.8,6.75,Society,5.75,5.5,9,6.8,N1
739,1000740,6.2,7,Society,5.25,7,8.75,7.8,N1
740,1000741,7.8,7.25,Nature,7,7,7.25,9.4,N1
741,1000742,9.2,8.5,Society,8,7.25,8.25,8.2,N1
742,1000743,7.8,8,Society,8.5,6.25,7.25,9,N1
743,1000744,5,8.75,Society,5.75,6.25,8.5,3,N1
744,1000745,8,8.5,Nature,5,7.75,7,8.2,N1
745,1000746,7.8,7.25,Nature,8.5,8.75,7.75,9.2,N1
746,1000747,7.2,6.75,Nature,5.75,8,6,6.6,N1
747,1000748,6,6,Nature,6,5.25,5.75,3.8,N1
748,1000749,8.2,8.5,Society,5.5,6.25,8.75,9.2,N1
749,1000750,8.2,7,Nature,8.5,4,4.75,8,N1
750,1000751,7.6,6.75,Nature,6.5,6,5,4.4,N1
751,1000752,7.6,8,Society,6.25,5.25,8.5,8.2,N1
752,1000753,7,8.5,Society,5,5.5,8.25,7.8,N1
753,1000754,8,6.75,Nature,8.5,7,5,9.4,N1
754,1000755,7.6,8,Society,4,6.75,8.75,9.4,N1
755,1000756,8,8,Nature,4.5,4.25,4,,
756,1000757,8.4,8.5,Society,8.75,7.75,9.25,9.4,N1
757,1000758,6.6,7.5,Society,7,7,7.75,8.8,N1
758,1000759,5,8.5,Society,7.25,7.25,9,5.2,N1
759,1000760,7.6,8.25,Society,8,,,,
760,1000761,7.8,8.25,Society,7.5,6.25,9,8,N1
761,1000762,7.2,8,Society,8.25,8.5,8.75,8.6,N1
762,1000763,7.2,8.5,Society,9,6.75,9,8.8,N1
763,1000764,6.2,7.75,Nature,5.75,2.5,5,7.8,N1
764,1000765,7.2,8,Society,6.5,6.25,8.25,8.8,N1
765,1000766,7.6,4.25,Society,6.25,5.5,7.75,7.4,N1
766,1000767,8,6.5,Nature,8.5,4.25,5,8.2,N1
767,1000768,6,6,Society,3.75,,,,
768,1000769,7.8,5.75,Nature,8.5,6.25,6,7.8,N1
769,1000770,8.2,4.5,Nature,8.5,8.5,5.75,7.8,N1
770,1000771,7.8,8.5,Society,7.25,6,8,8.8,N1
771,1000772,7.8,,Nature,7.75,4,6.5,,
772,1000773,8.2,5,Nature,7.25,5.5,4.5,7.8,N1
773,1000774,6.4,8,Society,7.5,8,9,3.6,N1
774,1000775,6.6,6.75,Nature,6.25,4.75,6,7.6,N1
775,1000776,6,8,Society,8.5,7.25,7.75,8.6,N1
777,1000778,7.8,7.25,Nature,8.25,7.75,6.5,7.4,N1
778,1000779,7,9,Society,4.25,6.5,8.75,8.2,N1
779,1000780,6.4,6.5,Society,6.25,7,9.75,4.4,N1
780,1000781,8,6.25,Nature,8.25,5.75,7.5,9.8,N1
781,1000782,7,8,Society,7,5.75,7,7.6,N1
782,1000783,5.8,7.75,Society,7.75,6.25,8,5.6,N1
783,1000784,6.4,7.25,Nature,6,3.75,6,8.2,N1
784,1000785,8,9,Society,6,6.25,9.75,9.2,N1
785,1000786,8,9.25,Society,7.25,6.5,9.5,9.6,N1
786,1000787,8.2,6.75,Nature,4.75,7.25,8,8.4,N1
787,1000788,8,,Society,8,7.75,,,
788,1000789,8,7.75,Nature,7.75,5,6,8.8,N1
789,1000790,8,8.5,Nature,6.5,6,5.25,9,N1
790,1000791,3.4,6.75,Society,5.75,4.75,7.5,3.4,N1
791,1000792,7.8,8,Society,7,6,9,7.8,N1
792,1000793,6.4,6,Society,5,5.25,7,3.2,N6
793,1000794,8.2,8,Society,8.5,7.5,10,6.8,N1
794,1000795,8.6,9.5,Society,5.5,6,7.75,9,N1
795,1000796,6.8,9,Society,7.25,6,8.5,9.4,N1
796,1000797,8,9.25,Society,7.25,8.25,9,9,N1
797,1000798,7.4,6,Nature,7.5,5.25,6,9.2,N1
798,1000799,7.6,6.75,Society,5.25,7.25,7.75,6.8,N1
799,1000800,8,9,Nature,7,5.75,6.75,9,N1
800,1000801,7.8,8.75,Society,7.25,5,7.75,8.2,N1
801,1000802,7.4,6.25,Society,6.5,5.75,9.5,7.6,N1
802,1000803,8.6,7.5,Nature,8.75,6.75,6.75,9.4,N1
803,1000804,6.4,8,Society,6.5,6.25,9.25,6.4,N1
804,1000805,,,Society,,,,,
805,1000806,7.8,8.5,Society,7.75,6,8.75,8.4,N1
806,1000807,8.2,7.5,Nature,6.25,4,5.75,8.6,N1
807,1000808,8.2,8.5,Nature,9,8.75,7.5,9,N1
808,1000809,7.2,7.5,Society,6.5,7,9,6.8,N1
809,1000810,8,6.5,Nature,8.75,7,6.75,9.2,N1
810,1000811,8.4,7.75,Society,6,7.5,9.25,9.2,N1
811,1000812,7.8,6.5,Society,8.25,,,,
812,1000813,7.8,8.75,Society,7.75,8.75,9.75,8.8,N1
813,1000814,7,7,Society,6.5,7.25,9.5,9.6,N1
814,1000815,7.4,5.75,Nature,5.5,7.75,7,9,N1
815,1000816,8.2,8.75,Society,6.5,7,7.75,7.4,N1
816,1000817,7.8,9.5,Society,7.25,7.25,7,8.4,N1
817,1000818,8,7.5,Nature,4.25,7,4.25,7,N1
818,1000819,7,8.5,Society,6.25,7.25,8.25,7.8,N1
819,1000820,8.6,7,Nature,8.75,8.75,7,9.6,N1
820,1000821,7.4,4.5,Nature,6.75,7.75,7.75,8,N1
821,1000822,7.2,8.5,Nature,7,7.5,6.25,7.2,N1
822,1000823,6,8.25,Society,4.5,4.25,7.75,4.2,N1
823,1000824,6.6,8.75,Society,4.5,4.25,9.25,7.8,N1
824,1000825,7.4,6.75,Society,5.75,6.75,8.75,9,N1
825,1000826,6,5.5,Society,5.5,5.25,8,8.4,N1
826,1000827,7.4,8,Society,6.75,7.5,9,8.4,N1
827,1000828,7.6,7.25,Nature,5.5,7.5,6.25,6,N1
828,1000829,5,6.75,Society,7.75,8.25,9.5,9,N1
829,1000830,6.2,,Society,5.25,5.5,,,
830,1000831,6.6,6.75,Society,6,5.5,8.75,8,N1
831,1000832,8,,Nature,7.25,6.75,5.75,,
832,1000833,7.2,7.5,Society,7.25,6.25,7.75,9.2,N1
833,1000834,8,8.5,Society,8,7.5,8.5,8,N1
834,1000835,7,8.5,Society,7.25,6.5,8.25,9.2,N1
835,1000836,8,9.25,Society,8.5,6.5,8.5,8.8,N1
836,1000837,8,7,Nature,7,7.5,7.25,7.4,N1
837,1000838,9,8.5,Nature,8.5,6.25,6.75,9.2,N1
838,1000839,7.6,8,Society,7.25,7,9.25,9,N1
839,1000840,8.6,9,Society,6.5,7,8,9.4,N1
840,1000841,7.6,7.25,Nature,4.25,7.25,5,7.6,N1
841,1000842,7,8.75,Society,7.75,6.5,9.25,8.6,N1
842,1000843,7.2,9,Society,6.5,5.75,7.75,9.2,N1
843,1000844,6.6,8.75,Society,5,5,8,8.4,N1
844,1000845,6,8.5,Society,4.5,5.25,8.25,7.2,N1
845,1000846,5.8,8.75,Society,8.75,7.75,8,8.6,N1
846,1000847,8,9,Society,5.5,5.25,6.75,8.6,N1
847,1000848,8.8,5.75,Society,5.5,8.25,8,9.4,N1
848,1000849,5.2,6.25,Society,6.5,,,,
849,1000850,8.2,7.75,Society,5.5,4.5,7.75,8.2,N1
850,1000851,8.4,6.75,Society,5,9,8,8,N1
851,1000852,7.6,7.75,Society,8.25,6,8,8.2,N1
852,1000853,3.6,4,Society,5,5.75,6.5,6.8,N1
853,1000854,7.6,8,Society,7.75,6.25,8.5,9.6,N1
854,1000855,8.4,8,Society,8.25,5.25,9,9.4,N1
855,1000856,5.2,8,Society,5,7,8.75,6.8,N1
856,1000857,7.8,8.75,Society,8.5,7,9.25,8.2,N1
857,1000858,5.6,4.75,Society,6.25,,,,
858,1000859,,,Society,,,,,
859,1000860,6.2,8.25,Society,8.5,,,,
860,1000861,4.6,6.25,Society,3.5,5,7.5,4.6,N1
861,1000862,8.6,9,Society,6,6,8.75,8.8,N1
862,1000863,6.8,9,Society,8.25,6.75,7.75,9,N1
863,1000864,8,9,Society,4,5.25,7.75,7.4,N1
864,1000865,7.4,8.5,Society,6,7.25,8.5,6.8,N1
865,1000866,8,9.25,Society,5.25,5.75,7.75,9,N1
866,1000867,4.6,6.5,Society,6.75,5.75,7.5,8.2,N1
867,1000868,6.8,7.5,Society,5.75,5,7.25,8,N1
868,1000869,2.8,4.5,Society,3.5,3.75,5,3.2,N1
869,1000870,3.8,7.25,Society,4,,,,
870,1000871,8.2,,Society,7.5,7,,,
871,1000872,6.8,,Society,7.25,7.75,,,
872,1000873,8.6,8.75,Society,7.75,7.75,9,9.6,N1
873,1000874,6.6,8,Society,6,6,9,8,N1
874,1000875,7,9,Society,4.75,6.5,7,9,N1
875,1000876,7.6,8.75,Society,7,6.25,8.75,9.2,N1
876,1000877,8.2,9,Society,8.5,7.75,9.5,9,N1
877,1000878,7.2,7.5,Society,8.25,6,8.25,9,N1
878,1000879,4.6,5,Society,4.5,5.75,7.25,6.4,N1
879,1000880,6.6,7.5,Society,5.25,6.25,8.25,6.8,N1
880,1000881,8,8.75,Society,7.75,6.75,9.5,7.6,N1
881,1000882,7.8,8.75,Society,7.75,6.75,8.25,9.2,N1
882,1000883,6.4,7.25,Society,7.25,6,8.5,8.2,N1
883,1000884,7.6,8.25,Society,7.25,7.75,8.25,7.4,N1
884,1000885,5.4,9,Society,8.25,5.25,9.25,9.4,N1
885,1000886,7.2,9,Society,7,7,8,8.2,N1
886,1000887,8.6,7.75,Society,7.5,7.5,9.25,8.6,N1
887,1000888,7,7.5,Society,7.75,6.5,9.75,8.6,N1
888,1000889,4.8,7,Society,6.75,5.5,6.75,8,N1
889,1000890,5.2,8.75,Society,9,6.5,8.75,7,N1
890,1000891,7,8.5,Society,6,6.75,9.5,9,N1
891,1000892,5,6.75,Society,7.75,6.5,10,6.8,N1
892,1000893,8.2,8.5,Society,4.25,4.5,8.75,9.4,N1
893,1000894,8,9,Society,7,6.25,9.25,9.4,N1
894,1000895,5.4,7.5,Society,4.5,,,,
895,1000896,8.2,9.25,Society,7.75,7,9,8.6,N1
896,1000897,7.4,9,Society,4.75,7.25,8.5,9.2,N1
897,1000898,6.6,9,Society,5.5,7,8.5,6.8,N1
898,1000899,7,8.5,Society,5.75,4.5,6.75,8.2,N1
899,1000900,8.2,9,Society,8,8,9.75,8.6,N1
900,1000901,7,8.25,Society,5,7,8.75,7.4,N1
901,1000902,8.2,8.5,Society,5.5,5.75,8.75,7.8,N1
902,1000903,8.4,9,Society,7.75,6.75,9,9.4,N1
903,1000904,8.4,8.75,Society,6.5,5.75,8.5,9,N1
904,1000905,7.8,8,Society,7.5,7.5,9.5,9.4,N1
905,1000906,8.6,9.5,Society,4.5,7,8,9.2,N1
906,1000907,8,7.75,Society,6.75,7.75,9,8,N1
907,1000908,3.4,5.5,Society,5.25,4.25,8.25,4.4,N1
908,1000909,6.6,9.25,Society,6,6.25,8.75,8.8,N1
909,1000910,5.6,7.75,Society,5.75,6.25,6.75,5.2,N1
910,1000911,7.8,7.75,Society,7.75,6.5,9.5,9,N1
911,1000912,7.8,9.25,Society,7.25,6,8.25,8.8,N1
912,1000913,6.4,8.75,Society,7.25,6.75,9,7.4,N1
913,1000914,7.6,8.25,Society,7.25,6.5,8.5,8.8,N1
914,1000915,7.2,8.5,Society,8.25,6.5,9.25,6.4,N1
915,1000916,8,8.5,Society,6,5.25,8.25,8.8,N1
916,1000917,4,8.5,Society,5,5.75,8.25,6.4,N1
917,1000918,5.2,9,Society,4.75,6,8.5,5,N1
918,1000919,8.4,9,Society,7.25,7.25,9.25,9.8,N1
919,1000920,8,9,Society,9,7.75,9.75,7.8,N1
920,1000921,7.2,,Society,,6.75,8,,
922,1000923,,6.75,Society,8.75,8,,,
923,1000924,,7.5,Society,8.5,8.5,,,
924,1000925,,7.25,Society,7.25,5.5,,,
925,1000926,,7.25,Society,6.25,5,,,
926,1000927,,7.75,Society,4.5,5.75,,,
927,1000928,,7.5,Society,6.25,5.75,,,
928,1000929,,5.75,Society,4.75,5.5,,,
929,1000930,,7,Society,8.25,6.75,,,
930,1000931,6.8,7,Society,6.25,,,,
931,1000932,,8.25,Society,10,9.75,6.25,,
932,1000933,,8.25,Society,9.5,7.75,,,
933,1000934,,7.75,Society,9.5,8.25,,,
934,1000935,,8.5,Society,7.5,7.25,,,
935,1000936,,7.5,Society,8.25,7.5,,,
936,1000937,,7.5,Society,7.75,6.5,,,
937,1000938,,6.25,Society,4.75,4.75,,,
938,1000939,,6.5,Society,9.5,8.25,,,
939,1000940,,7.25,Society,4.5,5.25,,,
940,1000941,,6,Society,5.25,4.25,,,
941,1000942,,6.75,Society,4.25,7.25,,,
942,1000943,,7.75,Society,5,5.25,,,
