Student ID,Mathematics,Literature,Foreign language,Foreign language code,Subject combination,Physics/History,Chemistry/Geography,Biology/Civic education
1000694,7.4,9.25,7.6,N1,Society,7,6.25,8
1000695,8.8,8.5,8.6,N1,Nature,8,5.75,6.75
1000696,7,7.25,9,N1,Society,7,6,8.5
1000697,6.4,9,8.6,N1,Society,6.25,6.5,8.25
1000698,8.2,8.75,8.8,N1,Society,8,7.25,9.5
1000699,5,8.75,6.6,N1,Society,3.5,5.5,8.5
1000700,8.2,8.75,9,N1,Society,7.25,6.25,8.75
1000701,6.8,8.25,8.2,N1,Society,5,6.25,8.5
1000702,7,9.25,8.6,N1,Society,5.75,6.5,7
1000703,6.2,8.75,4.2,N1,Society,5.5,7.5,7.25
1000704,7.8,7.5,8.8,N1,Nature,3.75,7.5,6.5
1000705,7.8,8.5,8.8,N1,Society,5,5.75,7.25
1000706,8,8.5,9,N1,Nature,7.25,7,5.25
1000707,8.2,8.75,3.4,N1,Society,8,8.25,8.75
1000708,7.4,9,6.6,N1,Society,6,6.25,9.25
1000709,8,9,8.6,N1,Society,6,7.25,8.75
1000710,7.4,8.5,9.4,N1,Society,5.75,5,9.5
1000711,7.4,7.25,8,N1,Nature,5.5,7.5,5.5
1000712,7.8,9.5,8.4,N1,Society,3.75,6.25,5.75
1000713,8.2,9.5,8.4,N1,Society,6.25,6,8
1000714,7.8,8.75,9.4,N1,Society,5.5,7,8.25
1000716,8.2,7.5,8.2,N1,Society,6.75,7,9
1000717,8.6,9.25,8.6,N1,Society,7.75,8.25,9.5
1000718,7.8,8.5,8,N1,Society,8.25,7.75,9
1000721,6.4,7.75,9.2,N1,Nature,7.5,8.5,6.25
1000722,8.8,8,8.6,N1,Society,7.75,7,8.75
1000724,5,7.5,6.6,N1,Society,6.75,5.5,7.5
1000725,8.2,8.25,9,N1,Society,8.75,7,9.25
1000726,8.6,7.75,8.6,N1,Nature,7.5,6,7.5
1000727,7.6,9,9.4,N1,Society,7.5,5.75,8.75
1000728,4.2,6.25,7.6,N1,Society,6.5,6.25,9.5
1000730,6.6,8.5,8,N1,Society,8.5,8,9
1000733,5.4,7,5,N1,Society,7.25,8,8.75
1000734,7.4,8.5,7.4,N1,Society,4.25,4.25,6.75
1000736,8.2,8.5,8,N1,Society,4.5,5.5,8
1000737,7.8,8.25,8.8,N1,Society,4.25,5.75,6.5
1000738,7.2,8,8,N1,Society,4.75,3.25,8.5
1000739,7.8,6.75,6.8,N1,Society,5.75,5.5,9
1000740,6.2,7,7.8,N1,Society,5.25,7,8.75
1000741,7.8,7.25,9.4,N1,Nature,7,7,7.25
1000742,9.2,8.5,8.2,N1,Society,8,7.25,8.25
1000743,7.8,8,9,N1,Society,8.5,6.25,7.25
1000744,5,8.75,3,N1,Society,5.75,6.25,8.5
1000745,8,8.5,8.2,N1,Nature,5,7.75,7
1000746,7.8,7.25,9.2,N1,Nature,8.5,8.75,7.75
1000747,7.2,6.75,6.6,N1,Nature,5.75,8,6
1000748,6,6,3.8,N1,Nature,6,5.25,5.75
1000749,8.2,8.5,9.2,N1,Society,5.5,6.25,8.75
1000750,8.2,7,8,N1,Nature,8.5,4,4.75
1000751,7.6,6.75,4.4,N1,Nature,6.5,6,5
1000752,7.6,8,8.2,N1,Society,6.25,5.25,8.5
1000753,7,8.5,7.8,N1,Society,5,5.5,8.25
1000754,8,6.75,9.4,N1,Nature,8.5,7,5
1000755,7.6,8,9.4,N1,Society,4,6.75,8.75
1000757,8.4,8.5,9.4,N1,Society,8.75,7.75,9.25
1000758,6.6,7.5,8.8,N1,Society,7,7,7.75
1000759,5,8.5,5.2,N1,Society,7.25,7.25,9
1000761,7.8,8.25,8,N1,Society,7.5,6.25,9
1000762,7.2,8,8.6,N1,Society,8.25,8.5,8.75
1000763,7.2,8.5,8.8,N1,Society,9,6.75,9
1000764,6.2,7.75,7.8,N1,Nature,5.75,2.5,5
1000765,7.2,8,8.8,N1,Society,6.5,6.25,8.25
1000767,8,6.5,8.2,N1,Nature,8.5,4.25,5
1000769,7.8,5.75,7.8,N1,Nature,8.5,6.25,6
1000771,7.8,8.5,8.8,N1,Society,7.25,6,8
1000773,8.2,5,7.8,N1,Nature,7.25,5.5,4.5
1000774,6.4,8,3.6,N1,Society,7.5,8,9
1000775,6.6,6.75,7.6,N1,Nature,6.25,4.75,6
1000776,6,8,8.6,N1,Society,8.5,7.25,7.75
1000778,7.8,7.25,7.4,N1,Nature,8.25,7.75,6.5
1000779,7,9,8.2,N1,Society,4.25,6.5,8.75
1000780,6.4,6.5,4.4,N1,Society,6.25,7,9.75
1000781,8,6.25,9.8,N1,Nature,8.25,5.75,7.5
1000782,7,8,7.6,N1,Society,7,5.75,7
1000783,5.8,7.75,5.6,N1,Society,7.75,6.25,8
1000784,6.4,7.25,8.2,N1,Nature,6,3.75,6
1000785,8,9,9.2,N1,Society,6,6.25,9.75
1000786,8,9.25,9.6,N1,Society,7.25,6.5,9.5
1000787,8.2,6.75,8.4,N1,Nature,4.75,7.25,8
1000789,8,7.75,8.8,N1,Nature,7.75,5,6
1000790,8,8.5,9,N1,Nature,6.5,6,5.25
1000792,7.8,8,7.8,N1,Society,7,6,9
1000793,6.4,6,3.2,N6,Society,5,5.25,7
1000794,8.2,8,6.8,N1,Society,8.5,7.5,10
1000795,8.6,9.5,9,N1,Society,5.5,6,7.75
1000796,6.8,9,9.4,N1,Society,7.25,6,8.5
1000797,8,9.25,9,N1,Society,7.25,8.25,9
1000798,7.4,6,9.2,N1,Nature,7.5,5.25,6
1000799,7.6,6.75,6.8,N1,Society,5.25,7.25,7.75
1000800,8,9,9,N1,Nature,7,5.75,6.75
1000801,7.8,8.75,8.2,N1,Society,7.25,5,7.75
1000802,7.4,6.25,7.6,N1,Society,6.5,5.75,9.5
1000803,8.6,7.5,9.4,N1,Nature,8.75,6.75,6.75
1000804,6.4,8,6.4,N1,Society,6.5,6.25,9.25
1000806,7.8,8.5,8.4,N1,Society,7.75,6,8.75
1000807,8.2,7.5,8.6,N1,Nature,6.25,4,5.75
1000808,8.2,8.5,9,N1,Nature,9,8.75,7.5
1000809,7.2,7.5,6.8,N1,Society,6.5,7,9
1000810,8,6.5,9.2,N1,Nature,8.75,7,6.75
1000811,8.4,7.75,9.2,N1,Society,6,7.5,9.25
1000813,7.8,8.75,8.8,N1,Society,7.75,8.75,9.75
1000814,7,7,9.6,N1,Society,6.5,7.25,9.5
1000815,7.4,5.75,9,N1,Nature,5.5,7.75,7
1000816,8.2,8.75,7.4,N1,Society,6.5,7,7.75
1000817,7.8,9.5,8.4,N1,Society,7.25,7.25,7
1000818,8,7.5,7,N1,Nature,4.25,7,4.25
1000819,7,8.5,7.8,N1,Society,6.25,7.25,8.25
1000820,8.6,7,9.6,N1,Nature,8.75,8.75,7
1000822,7.2,8.5,7.2,N1,Nature,7,7.5,6.25
1000823,6,8.25,4.2,N1,Society,4.5,4.25,7.75
1000824,6.6,8.75,7.8,N1,Society,4.5,4.25,9.25
1000825,7.4,6.75,9,N1,Society,5.75,6.75,8.75
1000826,6,5.5,8.4,N1,Society,5.5,5.25,8
1000827,7.4,8,8.4,N1,Society,6.75,7.5,9
1000828,7.6,7.25,6,N1,Nature,5.5,7.5,6.25
1000829,5,6.75,9,N1,Society,7.75,8.25,9.5
1000831,6.6,6.75,8,N1,Society,6,5.5,8.75
1000833,7.2,7.5,9.2,N1,Society,7.25,6.25,7.75
1000834,8,8.5,8,N1,Society,8,7.5,8.5
1000835,7,8.5,9.2,N1,Society,7.25,6.5,8.25
1000836,8,9.25,8.8,N1,Society,8.5,6.5,8.5
1000837,8,7,7.4,N1,Nature,7,7.5,7.25
1000838,9,8.5,9.2,N1,Nature,8.5,6.25,6.75
1000839,7.6,8,9,N1,Society,7.25,7,9.25
1000840,8.6,9,9.4,N1,Society,6.5,7,8
1000841,7.6,7.25,7.6,N1,Nature,4.25,7.25,5
1000842,7,8.75,8.6,N1,Society,7.75,6.5,9.25
1000843,7.2,9,9.2,N1,Society,6.5,5.75,7.75
1000844,6.6,8.75,8.4,N1,Society,5,5,8
1000845,6,8.5,7.2,N1,Society,4.5,5.25,8.25
1000846,5.8,8.75,8.6,N1,Society,8.75,7.75,8
1000847,8,9,8.6,N1,Society,5.5,5.25,6.75
1000848,8.8,5.75,9.4,N1,Society,5.5,8.25,8
1000850,8.2,7.75,8.2,N1,Society,5.5,4.5,7.75
1000851,8.4,6.75,8,N1,Society,5,9,8
1000852,7.6,7.75,8.2,N1,Society,8.25,6,8
1000854,7.6,8,9.6,N1,Society,7.75,6.25,8.5
1000855,8.4,8,9.4,N1,Society,8.25,5.25,9
1000856,5.2,8,6.8,N1,Society,5,7,8.75
1000857,7.8,8.75,8.2,N1,Society,8.5,7,9.25
1000861,4.6,6.25,4.6,N1,Society,3.5,5,7.5
1000862,8.6,9,8.8,N1,Society,6,6,8.75
1000863,6.8,9,9,N1,Society,8.25,6.75,7.75
1000864,8,9,7.4,N1,Society,4,5.25,7.75
1000865,7.4,8.5,6.8,N1,Society,6,7.25,8.5
1000866,8,9.25,9,N1,Society,5.25,5.75,7.75
1000867,4.6,6.5,8.2,N1,Society,6.75,5.75,7.5
1000868,6.8,7.5,8,N1,Society,5.75,5,7.25
1000873,8.6,8.75,9.6,N1,Society,7.75,7.75,9
1000874,6.6,8,8,N1,Society,6,6,9
1000875,7,9,9,N1,Society,4.75,6.5,7
1000876,7.6,8.75,9.2,N1,Society,7,6.25,8.75
1000877,8.2,9,9,N1,Society,8.5,7.75,9.5
1000878,7.2,7.5,9,N1,Society,8.25,6,8.25
1000879,4.6,5,6.4,N1,Society,4.5,5.75,7.25
1000880,6.6,7.5,6.8,N1,Society,5.25,6.25,8.25
1000881,8,8.75,7.6,N1,Society,7.75,6.75,9.5
1000882,7.8,8.75,9.2,N1,Society,7.75,6.75,8.25
1000883,6.4,7.25,8.2,N1,Society,7.25,6,8.5
1000884,7.6,8.25,7.4,N1,Society,7.25,7.75,8.25
1000885,5.4,9,9.4,N1,Society,8.25,5.25,9.25
1000886,7.2,9,8.2,N1,Society,7,7,8
1000887,8.6,7.75,8.6,N1,Society,7.5,7.5,9.25
1000888,7,7.5,8.6,N1,Society,7.75,6.5,9.75
1000889,4.8,7,8,N1,Society,6.75,5.5,6.75
1000890,5.2,8.75,7,N1,Society,9,6.5,8.75
1000891,7,8.5,9,N1,Society,6,6.75,9.5
1000892,5,6.75,6.8,N1,Society,7.75,6.5,10
1000893,8.2,8.5,9.4,N1,Society,4.25,4.5,8.75
1000894,8,9,9.4,N1,Society,7,6.25,9.25
1000896,8.2,9.25,8.6,N1,Society,7.75,7,9
1000897,7.4,9,9.2,N1,Society,4.75,7.25,8.5
1000898,6.6,9,6.8,N1,Society,5.5,7,8.5
1000899,7,8.5,8.2,N1,Society,5.75,4.5,6.75
1000900,8.2,9,8.6,N1,Society,8,8,9.75
1000901,7,8.25,7.4,N1,Society,5,7,8.75
1000902,8.2,8.5,7.8,N1,Society,5.5,5.75,8.75
1000903,8.4,9,9.4,N1,Society,7.75,6.75,9
1000904,8.4,8.75,9,N1,Society,6.5,5.75,8.5
1000905,7.8,8,9.4,N1,Society,7.5,7.5,9.5
1000906,8.6,9.5,9.2,N1,Society,4.5,7,8
1000907,8,7.75,8,N1,Society,6.75,7.75,9
1000909,6.6,9.25,8.8,N1,Society,6,6.25,8.75
1000910,5.6,7.75,5.2,N1,Society,5.75,6.25,6.75
1000911,7.8,7.75,9,N1,Society,7.75,6.5,9.5
1000912,7.8,9.25,8.8,N1,Society,7.25,6,8.25
1000913,6.4,8.75,7.4,N1,Society,7.25,6.75,9
1000914,7.6,8.25,8.8,N1,Society,7.25,6.5,8.5
1000915,7.2,8.5,6.4,N1,Society,8.25,6.5,9.25
1000916,8,8.5,8.8,N1,Society,6,5.25,8.25
1000917,4,8.5,6.4,N1,Society,5,5.75,8.25
1000918,5.2,9,5,N1,Society,4.75,6,8.5
1000919,8.4,9,9.8,N1,Society,7.25,7.25,9.25
1000920,8,9,7.8,N1,Society,9,7.75,9.75
1000984,7.8,8.75,8.4,N1,Society,6.25,6,7
1000987,7.2,7.75,7.4,N1,Society,8.75,7.25,8.5
1001021,7.4,6.5,8.2,N1,Society,6.25,5.5,8.75
1001024,7.2,6.25,7.6,N1,Nature,6.25,3.25,5
1001094,7.8,9,7.4,N1,Society,8.25,7,9.25
1001095,8.2,8.75,7.2,N1,Society,6.25,7,9
1001099,8.2,7.5,9.6,N1,Society,5,7,9.5
1001100,6.6,8.5,8.4,N1,Society,4.5,6.25,7.5
1001103,7.6,7.75,9.4,N1,Society,7.25,6.75,6.5
1001104,7.6,7.25,6.4,N1,Society,5.25,4.5,7.5
1001105,8,8.25,7.8,N1,Society,6.75,5.75,8.75
1001106,8.2,9,8.6,N1,Society,4.75,6.25,9.75
1001107,5.8,7.75,3.4,N1,Society,5.75,5.5,8.5
1001108,8.4,9.25,9.4,N1,Society,7.5,7,9
1001109,8.4,8.25,8.8,N1,Society,8.25,8,9
1001110,8.4,8,8.8,N1,Society,5.75,7,9.75
1001111,8.4,7.5,8.2,N1,Society,6.5,7.75,9.25
1001112,8.4,8.25,9.4,N1,Society,4.25,5.75,8.25
1001113,4.6,6,5.4,N1,Society,5.25,2.75,9
1001114,8.4,9.25,9.4,N1,Society,5.5,5.25,7
1001115,7.4,9.5,8,N1,Society,6.75,6.75,8.5
1001116,8,8,8.4,N1,Society,5.5,7,8.75
1001117,7.2,8.75,8,N1,Society,4,5.25,7
1001118,7,8.5,9.2,N1,Society,7.5,6.5,8.5
1001119,8.2,8.5,9.6,N1,Society,7.75,6.5,10
1001120,8.4,8,9,N1,Nature,4.75,8.25,6.5
1001121,7.4,8.5,8.6,N1,Society,7,6.75,8.75
1001122,5.8,7,4,N1,Nature,4.75,3,6.5
1001123,7.2,8.5,9.4,N1,Nature,7.5,6.5,8.5
1001125,7.8,7.25,8.2,N1,Nature,8.25,7,7
1001126,7.8,7.25,5.2,N1,Nature,6.75,5.25,6.25
1001128,8.4,7.75,9,N1,Nature,3.75,8.75,6.25
1001129,8.8,8.5,8,N1,Nature,2.75,7.5,8.25
1001130,8.4,8.25,6.4,N1,Nature,7.5,7.5,7.25
1001131,6.6,9,8.2,N1,Nature,4.75,5.5,5.75
1001134,6.4,8.5,6.4,N1,Society,9,7.5,9.5
1001147,7.2,7.5,7.4,N1,Society,6.25,5.25,8.75
1001150,6.4,9,7.4,N4,Society,7.5,7.75,9.25
1001151,7,9,8.6,N1,Nature,7.25,5.75,6.5
1001152,7.8,7.5,7,N1,Nature,6.25,3.25,4
1001153,8.2,7.5,9,N1,Nature,8,6.25,6.5
1001154,8.2,8,8.2,N1,Nature,6.25,5.5,5.5
1001155,8.8,7.75,8.4,N1,Nature,8.5,5.75,6.25
1001156,8.8,6.5,9.4,N1,Nature,8.75,6.75,7.25
1001157,9.2,7.5,9.4,N1,Nature,8.5,6.75,6.75
1001158,8.2,5,5.8,N1,Nature,7,7,4.25
1001160,8.6,8,7.8,N1,Nature,7.75,4.25,5.75
1001161,8.4,8,8.2,N1,Nature,8.25,3.75,3.5
1001162,8.2,7.25,6.6,N1,Nature,4.25,7.25,5.25
1001163,8.6,7,7.2,N1,Nature,7.25,7.75,6.75
1001164,8.8,6.5,9.6,N1,Nature,8.25,4.25,6.75
1001166,7.6,7,8.4,N1,Nature,8,4,5.75
1001167,8,6.75,9,N1,Nature,7.25,6.75,5.5
1001168,6.4,5.5,9.6,N1,Nature,4.5,4.5,6.25
1001169,7.8,7,8.6,N1,Nature,7.5,6.25,5.75
1001170,7.6,8,8.6,N1,Nature,7.25,6.25,5.5
1001171,7.6,8.75,7.6,N1,Nature,4,7,5.5
1001172,8.6,7.25,9.4,N1,Nature,6.5,8.25,8.25
1001174,7.8,8,7,N1,Nature,8.5,2.75,5
1001175,8.4,8,9.2,N1,Nature,8.75,9.5,6.5
1001176,8.4,7.5,8.6,N1,Nature,5.75,7,7.75
1001177,8.6,8,8.8,N1,Nature,6,8,6.25
1001178,9.4,7.5,8.6,N1,Nature,6.25,5.75,6.5
1001179,8,7.25,7.6,N1,Nature,8.75,7.75,5.25
1001180,8.4,8,8.4,N1,Nature,7.25,4.75,4.75
1001181,8,7.75,9.4,N1,Nature,8,7.5,8
1001182,8.8,8,8.2,N1,Nature,9,9,7.75
1001183,8.6,8.5,9.2,N1,Nature,8.75,7.25,6.25
1001184,8.4,8.5,8.4,N1,Nature,5.5,7.5,8.5
1001185,7.4,7.25,8.8,N1,Nature,7,8,6.75
1001186,8.2,8,8.6,N1,Nature,7.25,7.5,4.75
1001188,6,8.25,7,N1,Nature,5.25,5.5,6
1001189,8.4,8,9,N1,Nature,8.75,7.75,7.75
1001190,8,8.75,8.6,N1,Nature,5,8,7
1001192,6.4,8.5,7,N1,Nature,7.5,7.75,8
1001193,8,9.25,9.2,N1,Society,7.5,6.25,9.25
1001194,8.2,8.75,8.6,N1,Society,6.75,6.25,8.75
1001195,6.8,8.25,6.6,N6,Society,9.25,7,9.5
1001196,8,9,7.4,N1,Society,6.25,6.75,8.25
1001197,7.6,9,9.2,N1,Society,7.75,7.75,9.25
1001198,5.2,8.25,8.8,N1,Society,2.75,4.75,7.75
1001199,8.4,8.25,8,N1,Nature,5.75,8.25,8.5
1001201,7.6,7.25,9.2,N1,Society,5.25,8,7.75
1001202,7.8,9,8.6,N1,Society,6.25,7.5,9.25
1001203,7.2,7,6.4,N1,Nature,6.5,5.5,6
1001204,5.8,8.5,8.2,N1,Society,7,7,8
1001205,6.2,9,6.8,N1,Society,6.75,6.75,8
1001206,8,8.75,9.2,N1,Society,6.5,6.25,7.25
1001207,6.6,9,5.8,N1,Society,6.75,5.75,8.5
1001208,8.2,7.25,8.6,N1,Nature,7.5,8.75,6.75
1001209,7,8.25,9,N1,Society,8.25,8,9.75
1001210,7.8,8.5,7.8,N1,Society,5.25,5.5,7.5
1001211,7,8.25,6.2,N1,Society,4,5.5,8.5
1001212,8,8.75,8.4,N1,Society,5.25,6.75,8.25
1001213,7.6,8.5,8.4,N1,Society,6,6.5,8.5
1001214,6.8,8.25,9.2,N1,Society,6.75,6.75,9
1001215,7.4,8.5,8.6,N1,Society,5.25,5.25,8.75
1001216,8.4,8.75,9.6,N1,Society,7.75,7,9.5
1001217,8.4,8.75,9.4,N1,Society,5.5,8,8.25
1001218,7.8,8,8.8,N1,Society,8.25,7,9.75
1001219,7,8.25,7.8,N1,Society,6.5,5.75,7.5
1001220,7.6,8.25,8,N1,Nature,5.75,5.75,5.25
1001221,4.4,7.5,5.2,N1,Society,7.75,6,8.25
1001222,7.2,7.75,8.4,N1,Society,7.75,5.25,7.75
1001223,8.6,5,9.2,N1,Nature,6.25,7,6.25
1001224,8,8.5,9.4,N1,Society,6,6.75,9.25
1001226,7.8,8.75,7.8,N1,Society,6.5,6.75,8.5
1001227,5.2,6.75,6.6,N1,Nature,4.75,4.25,5.25
1001228,7.8,5,8.4,N1,Nature,7,5.25,6.25
1001229,5.6,8.25,8.4,N1,Society,5.75,5,8
1001230,8,8.75,9.8,N1,Nature,7,6,8.75
1001231,5.2,6.75,4.2,N1,Society,5.5,5.75,7.5
1001232,6.4,8.5,5.8,N1,Society,4.75,6,8
1001233,7.6,9,8.8,N1,Society,5.5,6.75,9.5
1001234,7.8,8.75,8,N1,Society,5,6,8
1001235,8.4,8.25,8.8,N1,Society,7,6.25,9
1001236,7.4,6,8.8,N1,Society,7.75,7,9.75
1001237,8,7.75,8.8,N1,Nature,7.75,8.75,7
1001239,8.6,8,9,N1,Nature,7.75,6.75,7.25
1001240,7.6,7.75,8.8,N1,Society,7.75,8.25,9.75
1001241,8.4,9,9.4,N1,Society,7.5,5.75,9.75
1001242,6.2,9,9,N1,Society,9.25,8.25,8.75
1001243,6.2,7,5.8,N1,Society,8.25,7,9.75
1001244,4.8,7.25,4.8,N1,Society,4.75,5.5,6.75
1001245,7,6,5.6,N1,Society,3.75,5.25,9.5
1001246,7.8,9,8.8,N1,Society,7.5,7,8.75
1001247,7,7.5,7.2,N1,Society,5.5,6.5,7
1001248,8.6,8.5,9.2,N1,Society,7.75,7.5,9
1001249,9,7.75,9.4,N1,Nature,4,8.5,4.5
1001250,7.4,8.75,9,N1,Society,4.25,5,7.25
1001251,9,8.75,9.4,N1,Nature,9,6.25,6.75
1001252,7.6,5.25,8.8,N1,Society,5.75,7.5,8.25
1001253,6.2,6.5,3.2,N1,Society,4.75,6.5,9.25
1001254,8,9.25,8.8,N1,Society,6.25,5,7.25
1001255,8.2,6.75,8.2,N1,Nature,5.5,8.25,6.25
1001257,6,7.5,8.6,N1,Society,8.5,6.5,10
1001258,5.6,9,8.4,N1,Society,4.75,4.25,7.75
1001259,7.6,8.5,7,N1,Society,4.75,5.5,6.75
1001260,7,9.25,8.8,N1,Society,5.5,7.25,7.75
1001261,7.8,9.25,6.6,N1,Nature,6.75,6,7.25
1001262,8,9.25,9,N1,Society,7.75,5.75,9.25
1001263,8.2,9,7.8,N1,Society,8.5,7,9.5
1001264,8,8.75,7.8,N1,Society,5,6.75,8
1001265,7,7.75,6.4,N1,Nature,5.5,7.25,6.5
1001266,4,7.75,5.6,N1,Society,8,7.25,9.5
1001267,7.6,9,9.2,N1,Society,6.75,6.5,8.5
1001268,7.4,6.5,9,N1,Nature,3.25,7,5.75
1001269,7.4,9,8.4,N1,Society,6.5,6.25,9.25
1001270,7.8,9.5,9,N1,Society,7.75,8,9.5
1001271,7.2,9,8.2,N1,Society,8,6.5,8.75
1001272,7.6,7.75,7.6,N1,Nature,6.25,5.75,5.5
1001273,8.6,7,8.6,N1,Nature,9.25,7.5,5.5
1001274,6,6.75,3.6,N1,Society,3.75,6.25,7
1001275,7.4,8.5,8.6,N1,Society,5,7,8
1001276,8.4,7,8.6,N1,Nature,8,4.75,5.25
1001277,7.6,7.5,5.8,N1,Nature,7,7.5,5.25
1001278,6.8,7.25,7.4,N1,Nature,6.75,4.25,5.25
1001279,8,7.5,8.6,N1,Nature,7.75,8.25,7.25
1001280,8.2,6.5,9,N1,Society,7.25,9.5,9.25
1001281,6.2,7.25,8.2,N1,Society,7.25,6.25,9.75
1001282,7.4,5.75,7.6,N1,Nature,7.25,5,6.25
1001283,5.8,8.75,8.2,N1,Society,6.25,5.75,7.5
1001284,5.6,5.5,7.6,N1,Nature,6,3.5,4
1001285,7.4,8.5,7.8,N1,Society,6,6.75,8.75
1001286,8.4,8,8.4,N1,Society,7.5,7.25,9
1001288,8.2,9.25,9.2,N1,Nature,6.25,6,7
1001289,8,7,8.6,N1,Nature,7.5,7.25,7.25
1001290,7.2,9.25,9,N1,Society,6.25,6,8.25
1001291,7.6,7,7.2,N1,Nature,4.75,4.5,5.25
1001292,8.6,7,6.4,N1,Nature,4.5,8,7.5
1001294,7.4,8.5,8,N1,Society,7.25,7.25,8.25
1001295,8,8.25,8.6,N1,Nature,6.75,8,7
1001296,8,7.5,5.6,N1,Nature,7.5,7.75,7
1001297,5.8,7,5.6,N1,Society,5.25,5.25,7.25
1001298,7.8,6.5,8.8,N1,Nature,4,8.5,5.5
1001300,8.2,7.5,9.4,N1,Society,7.25,7,9.75
1001302,7.6,8,9.4,N1,Nature,8,7.25,4.25
1001303,8.6,7,5.2,N1,Nature,4,8,8.75
1001305,5,7.75,7.4,N1,Society,7.5,6.75,9
1001306,7.2,7.75,7.8,N1,Nature,8.5,8.75,6.5
1001307,5.8,5.5,7,N1,Society,6.5,5.5,8.25
1001308,5.4,7,6.2,N1,Society,5.5,5.5,7.5
1001309,7,8.25,7.2,N1,Society,8,7.5,8.5
1001310,7,8.5,7.8,N1,Society,5.25,6.5,7.75
1001311,7.4,7.5,8.6,N1,Society,8.5,6.25,8.75
1001312,5.4,7,6.8,N1,Society,6.75,6.25,7.25
1001313,8,8,5.2,N1,Society,6.5,5.5,8
1001314,8.6,6.5,7.2,N1,Nature,8.5,7,7.75
1001316,6.8,5.75,8.6,N1,Nature,7.75,4.5,7
1001317,5,8.75,6.2,N1,Society,7.5,6.75,7.5
1001318,7.6,7.75,3.6,N1,Nature,6.25,5.25,7.5
1001319,7.8,7,7,N1,Nature,8,4.5,6.25
1001320,8.2,9.25,8.2,N1,Society,7.5,7,9
1001321,8,8,8.4,N1,Nature,8,4,6
1001322,8,5.75,7.4,N1,Nature,7.75,5.5,5.75
1001323,7.6,7.75,7.2,N1,Society,5.5,5.75,8.5
1001324,5.6,6.75,7,N1,Society,5.5,4.5,8
1001325,8.6,9.25,7,N1,Society,8.5,7.5,9.5
1001326,8.4,9,8,N1,Society,4.25,7,9.25
1001327,5.8,8.5,8,N1,Society,7,7.25,9
1001329,8.8,6.25,6.2,N1,Nature,5.25,8.25,8
1001330,6.4,6.5,5.2,N1,Society,3.5,6.5,8.5
1001331,7.2,8.25,7.2,N1,Society,6,5.75,9.25
1001332,6,7.75,6.6,N1,Society,7.25,6.25,9
1001333,8,7.5,9.2,N1,Nature,8.25,6.75,7
1001334,8,7.5,8.4,N1,Nature,7.5,6.5,5.25
1001335,7.8,7.25,8.4,N1,Society,5.5,5.5,8
1001336,6,7.75,7.2,N1,Society,5.5,4.25,8.5
1001337,8.2,5.5,9.4,N1,Nature,9.25,5.5,6
1001338,7.4,6.5,8.6,N1,Nature,6,7.25,6.75
1001339,7.2,8.75,8,N1,Nature,5.25,7,5.5
1001340,7.8,8.5,8.2,N1,Nature,6.5,7.25,5.5
1001341,8,7.5,7.2,N1,Nature,8.5,5.75,4.75
1001342,4,4.75,8.6,N1,Society,6.75,7.5,8.5
1001343,7.8,8.75,9.2,N1,Society,7.25,6.5,9.75
1001344,7.8,7.75,6.2,N1,Nature,7.5,6.75,6.25
1001345,7.8,7,6,N1,Nature,7.75,8.25,5
1001346,7.4,7.75,7.2,N1,Society,7.25,8,8.75
1001347,7.4,8.75,8.8,N1,Society,7.75,7.5,9
1001348,7.6,8.5,8.2,N1,Society,5.5,5.25,8.25
1001349,8,8.75,9.2,N1,Society,8.25,6.5,10
1001350,7,7.75,6.2,N1,Society,6.5,6.75,9.5
1001351,6.2,7.75,7.4,N1,Society,5.25,4.75,7.5
1001352,6.6,8.25,7.6,N1,Society,7.75,7.25,9.25
1001353,7.8,7.75,8.6,N1,Society,7.5,6.25,8.25
1001354,6.8,8.5,8.6,N1,Society,8.5,7.25,8.5
1001355,8.6,9.25,9.2,N1,Nature,8.5,6,7.5
1001356,7,6.5,6.4,N1,Nature,7,6.5,6.25
1001357,8.6,7,7.8,N1,Nature,7.5,4,5.5
1001358,7.8,8.25,8.2,N1,Society,7.25,7.25,8.75
1001359,7,7,9,N1,Nature,7.75,8,7.25
1001360,8.2,8.5,8,N1,Society,7,6.75,8.25
1001361,8.2,7.5,7.8,N1,Nature,7.5,6.25,4.75
1001362,7.6,7.25,8.8,N1,Society,7.25,6.75,9.25
1001363,8.8,8.25,8.8,N1,Society,5.25,9.5,8.75
1001364,5,7.75,9,N1,Society,4.25,4.25,6.75
1001365,7.2,7.25,8.2,N1,Society,7,6,8
1001366,6.8,8,6.4,N1,Society,7.5,6.75,9.25
1001367,8.6,7.75,8.4,N1,Society,7.25,7.75,6.5
1001368,8,7.25,5.2,N1,Nature,5.75,5.5,5.5
1001369,9.4,8.5,9,N1,Nature,8.25,5.5,6
1001370,7.8,8.5,9.2,N1,Nature,9,7.5,8
1001371,8,8,9.2,N1,Nature,3.75,7.5,6.25
1001372,7.4,8.75,8.6,N1,Society,6.5,5.75,8
1001373,6,6.75,5,N1,Society,4.75,4.75,8.5
1001374,7.8,8,8.2,N1,Nature,5,6.75,6.75
1001376,7.2,9,9.2,N1,Society,8.5,9,8.5
1001377,6.8,6,8.8,N1,Nature,6.25,3.5,6
1001378,5,6.75,3,N1,Society,5.5,5.25,8.25
